noun,adjective,verb,preposition,phrase,latin_translation,genitive,accusative,gender,declination,english_translation,english_definition,german_translation,slovak_translation,german_definition,slovak_definition,spanish_translation,spanish_definition,norvegian_translation,norwegian_definition,icelandic_translation,icelandic_definition
1,0,0,0,0,Genu,Genu,Genu,n.,4th,Knee,Joint between thigh & lower leg,Knie,Koleno,Gelenk zwischen Oberschenkel und Unterbein,Spoj medzi stehnom a dolnou nohou,Rodilla,Articulación entre el muslo y la parte inferior de la pierna,Kne,Skjøt mellom lår og underben,Hné,Samskeyti milli læri og neðri fótleggs
1,0,0,0,0,Geriatria,Geriatriae,Geriatriam,f.,1st,Geriatrics,Medicine for elderly,Geriatrie,Geriatria,Medizin für ältere Menschen,Liek pre starších,Geriatría,Medicina para ancianos,Geriatri,Medisin for eldre,Geriatrics,Lyf fyrir aldraða
1,0,0,0,0,Gigantismus,Gigantismi,Gigantismum,m.,2nd,Gigantism,Excessive growth,Gigantismus,Gigantizmus,Übermäßiges Wachstum,Nadmerný rast,Gigantismo,Crecimiento excesivo,Gigantisme,Overdreven vekst,Gigantism,Óhóflegur vöxtur
1,0,0,0,0,Glandula,Glandulae,Glandulam,f.,1st,Gland,Secreting organ,Drüse,Žľaza,Sekreting Orgel,Vylučujúci orgán,Glándula,Órgano secreto,Kjertel,Secreting Organ,Kirtill,Seytandi líffæri
1,0,0,0,0,Glaucoma,Glaucomae,Glaucomam,f.,1st,Glaucoma,Eye disease with pressure increase,Glaukom,Glaukóm,Augenerkrankungen mit Druckerhöhung,Oči na zvýšenie tlaku,Glaucoma,Enfermedad ocular con aumento de la presión,Glaukom,Øyesykdom med trykkøkning,Gláku,Augnasjúkdómur með þrýstingshækkun
1,0,0,0,0,Glossodynia,Glossodyniae,Glossodyniam,f.,1st,Glossodynia,Tongue pain,Glossodynie,Gosodynia,Zungenschmerzen,Bolesť jazyka,Glosodinia,Dolor de lengua,Glossodynia,Tunge smerter,Glossodynia,Tungaverkir
0,1,0,0,0,Glossopharyngeus,Glossopharyngei,Glossopharyngeum,,,Glossopharyngeal,Relating to tongue & pharynx,Glossopharyngeal,Lesklý,In Bezug auf Zunge & Pharynx,Týkajúce sa jazyka a hltanu,Glosofaríngeo,Relacionado con la lengua y la faringe,Glossopharyngeal,Relatert til tunge og farynx,Glossopharyngeal,Sem tengjast tungu og koki
0,1,0,0,0,Glottis,Glottidis,Glottidem,,,Glottis,Vocal apparatus,Glottis,Glottis,Gesangsapparat,Vokálny prístroj,Glotis,Aparato vocal,Glottis,Vokalapparater,Glottis,Söngvara
1,0,0,0,0,Gluteus,Glutei,Gluteum,m.,2nd,Gluteus,Buttock muscle,Gesäßmuskulatur,Gluteus,Gesäßmuskel,Zadok,Glúteo,Músculo de la nalga,Gluteus,Rumpe muskel,Gluteus,Rassvöðvi
1,0,0,0,0,Glycaemia,Glycaemiae,Glycaemiam,f.,1st,Glycemia,Blood sugar level,Glykämie,Glykémia,Blutzuckerspiegel,Hladina cukru v krvi,Glicemia,Nivel de azúcar en la sangre,Glykemi,Blodsukkernivå,Blóðsykursfall,Blóðsykursgildi
1,0,0,0,0,Glycogenes,Glycogenesei,Glycogenesem,f.,5th,Glycogenesis,Formation of glycogen,Glykogenese,Glykogenéza,Bildung von Glykogen,Tvorba glykogénu,Glucogénesis,Formación de glucógeno,Glykogenese,Dannelse av glykogen,Glýkógenesis,Myndun glýkógens
1,0,0,0,0,Gramma,Grammae,Grammam,f.,1st,Gram,Unit of weight,Gramm,Gram,Gewichtseinheit,Váha,Gramo,Unidad de peso,Gram,Vektenhet,Gramm,Þyngdareining
1,0,0,0,0,Gravida,Gravidae,Gravidam,f.,1st,Pregnant woman,Pregnant woman,Schwangere Frau,Tehotná žena,Schwangere Frau,Tehotná žena,Mujer embarazada,Mujer embarazada,Gravid kvinne,Gravid kvinne,Barnshafandi kona,Barnshafandi kona
1,0,0,0,0,Graviditas,Graviditatis,Graviditatem,f.,3rd,Pregnancy,State of carrying fetus,Schwangerschaft,Tehotenstvo,Zustand des Fötus,Stav prenášania plodu,Embarazo,Estado de transporte de feto,Svangerskap,Tilstand for å bære foster,Meðganga,Ástand með fóstri
1,0,0,0,0,Gustus,Gusti,Gustum,m.,2nd,Taste,Sense of taste,Schmecken,Ochutnať,Geschmackssinn,Zmysel pre chuť,Gusto,Sentido del gusto,Smak,Smakssans,Smekkur,Smekkskyn
1,0,0,0,0,Gynaecologia,Gynaecologiae,Gynaecologiam,f.,1st,Gynecology,Study of female health,Gynäkologie,Gynekológia,Studium der Gesundheit von Frauen,Štúdium zdravia žien,Ginecología,Estudio de la salud femenina,Gynekologi,Studie av kvinnelig helse,Kvensjúkdómafræði,Rannsókn á kvenheilsu
1,0,0,0,0,Haemangioma,Haemangiomae,Haemangiomam,f.,1st,Haemangioma,Benign blood vessel tumor,Haemangiom,Heangiom,Gutartiger Blutgefäßtumor,Benígny nádor krvných ciev,Hemangioma,Tumor de vasos sanguíneos benignos,Hemangioma,Godartet blodkarsvulst,Haemangioma,Góðkynja æxli í æðum
1,0,0,0,0,Haematologia,Haematologiae,Haematologiam,f.,1st,Hematology,Study of blood diseases,Hämatologie,Hematológia,Untersuchung von Blutkrankheiten,Štúdium chorôb krvi,Hematología,Estudio de enfermedades sanguíneas,Hematologi,Studie av blodsykdommer,Hematology,Rannsókn á blóðsjúkdómum
1,0,0,0,0,Haematuria,Haematuriae,Haematuriam,f.,1st,Hematuria,Blood in urine,Hämaturie,Hematúria,Blut im Urin,Krv v moči,Hematuria,Sangre en orina,Hematuri,Blod i urin,Hematuria,Blóð í þvagi
0,1,0,0,0,Haemolysis,Haemolysis,Haemolysim,,,Hemolysis,Destruction of red blood cells,Hämolyse,Hemolýza,Zerstörung der roten Blutkörperchen,Deštrukcia červených krviniek,Hemólisis,Destrucción de glóbulos rojos,Hemolyse,Ødeleggelse av røde blodlegemer,Hemolysis,Eyðing rauðra blóðkorna
1,0,0,0,0,Haemometria,Haemometriae,Haemometriam,f.,1st,Hemometry,Measurement of hemoglobin,Hemometrie,Hemometria,Messung von Hämoglobin,Meranie hemoglobínu,Hemometría,Medición de hemoglobina,Hemometri,Måling av hemoglobin,Hemometry,Mæling á blóðrauða
1,0,0,0,0,Haemorrhagia,Haemorrhagiae,Haemorrhagiam,f.,1st,Hemorrhage,Excessive bleeding,Blutung,Krvácanie,Übermäßige Blutungen,Nadmerné krvácanie,Hemorragia,Sangrado excesivo,Blødning,Overdreven blødning,Blæðing,Óhóflegar blæðingar
1,0,0,0,0,Haemorrhoides,Haemorrhoidesei,Haemorrhoidesem,f.,5th,Hemorrhoids,Swollen rectal veins,Hämorrhoiden,Hemoroidy,Geschwollene Rektalvenen,Opuchnuté rektálne žily,Hemorroides,Venas rectales hinchadas,Hemoroider,Hovne endetarmsårer,Gyllinæð,Bólginn endaþarm
1,0,0,0,0,Hallux,Hallucis,Hallucem,m.,3rd,Big toe,First toe,Große Zehe,Veľký prst,Erster Zeh,Prvé prvé miesto,Dedo pulgar del pie,Primer dedo del pie,Stor tå,Første tå,Stór tá,Fyrsta tá
1,0,0,0,0,Hemiplegia,Hemiplegiae,Hemiplegiam,f.,1st,Hemiplegia,Paralysis of one side,Hemiplegie,Hemiplegia,Lähmung einer Seite,Paralýza jednej strany,Hemiplejía,Parálisis de un lado,Hemiplegia,Lammelse på den ene siden,Hemiplia,Lömun á annarri hliðinni
0,0,0,0,1,Hemiplegia spastic,Hemiplegiae spasticae,Hemiplegiam spasticam,,1st,Spastic hemiplegia,,Spastische Hemiplegie,Spastická hemiplegia,,,Hemiplejia espástica,,Spastisk hemiplegi,,Spastic hemiplia,
1,0,0,0,0,Hemisphaerium,Hemisphaerii,Hemisphaerium,n.,2nd,Hemisphere,Half of a sphere,Hemisphäre,Hemisféra,Hälfte einer Kugel,Polovica gule,Hemisferio,La mitad de una esfera,Halvkule,Halvparten av en sfære,Heilahvel,Helmingur kúlu
1,0,0,0,0,Hepar,Hepatis,Hepar,n.,3rd,Liver,Largest internal organ,Leber,Pečeň,Größtes internes Organ,Najväčší vnútorný orgán,Hígado,Órgano interno más grande,Lever,Største indre organ,Lifur,Stærsta innra líffæri
0,1,0,0,0,Hepaticus,Hepatici,Hepaticum,,,Hepatic,Relating to liver,Hepatisch,Pečeňový,In Bezug auf Leber,Týkajúce sa pečene,Hepático,Relacionado con el hígado,Lever,Relatert til lever,Lifrar,Sem tengjast lifur
0,1,0,0,0,Hepatitis,Hepatitidis,Hepatitidem,,,Hepatitis,Liver inflammation,Hepatitis,Hepatitída,Leberentzündung,Zápal pečene,Hepatitis,Inflamación hepática,Hepatitt,Leverbetennelse,Lifrarbólga,Lifur bólga
1,0,0,0,0,Hepatonephromegalia,Hepatonephromegaliae,Hepatonephromegaliam,f.,1st,Hepatonephromegaly,Liver and kidney enlargement,Hepatonephromegalie,Hepatonefromegaly,Leber- und Nierenvergrößerung,Rozšírenie pečene a obličiek,Hepatonefromegalia,Ampliación de hígado y riñón,HepatonePhromegaly,Lever- og nyreforstørrelse,Hepatonephromegaly,Lifur og nýrna stækkun
0,1,0,0,0,Hepatoptosis,Hepatoptosis,Hepatoptosim,,,Hepatoptosis,Liver displacement,Hepatoptose,Hepatoptóza,Leberverschiebung,Vytesnenie pečene,Hepatoptosis,Desplazamiento hepático,Hepatoptose,Leverforskyvning,Lifrarpróf,Lifur tilfærsla
0,1,0,0,0,Hepatorenalis,Hepatorenalis,Hepatorenalem,,,Hepatorenal,Relating to liver and kidney,Hepatorenal,Hepatorenal,In Bezug auf Leber und Niere,Týkajúce sa pečene a obličiek,Hepatorenal,Relacionado con el hígado y el riñón,Hepatorenal,Knyttet til lever og nyre,Hepatorenal,Sem tengjast lifur og nýrum
1,0,0,0,0,Heterogenes,Heterogenesei,Heterogenesem,f.,5th,Heterogeneous,Different in structure,Heterogen,Heterogénny,Anders in der Struktur,Inak v štruktúre,Heterogéneo,Diferente en estructura,Heterogen,Annerledes i struktur,Ólík,Mismunandi í uppbyggingu
1,0,0,0,0,Heterosexualitas,Heterosexualitatis,Heterosexualitatem,f.,3rd,Heterosexuality,Attraction to opposite sex,Heterosexualität,Heterosexualita,Anziehungskraft zum anderen Geschlecht,Príťažlivosť pre opačné pohlavie,Heterosexualidad,Atracción al sexo opuesto,Heteroseksualitet,Attraksjon til motsatt kjønn,Gagnkynhneigð,Aðdráttarafl til gagnstæðs kynlífs
0,1,0,0,0,Hipporaticus,Hipporatici,Hipporaticum,,,Hippocratic,Relating to Hippocrates,Hippokratisch,Hippokratický,In Bezug auf Hippokrates,Týkajúce sa hippokratov,Hipocrático,Relacionado con los hipócratas,Hippokratisk,Relatert til Hippokrates,Hippókratískur,Sem tengjast Hippókrates
1,0,0,0,0,Homogenes,Homogenesei,Homogenesem,f.,5th,Homogeneous,Same in structure,Homogen,Homogénny,Gleich in der Struktur,Rovnaké v štruktúre,Homogéneo,Lo mismo en estructura,Homogen,Samme i struktur,Einsleitt,Sama í uppbyggingu
1,0,0,0,0,Homosexualitas,Homosexualitatis,Homosexualitatem,f.,3rd,Homosexuality,Attraction to same sex,Homosexualität,Homosexualita,Anziehungskraft zum gleichen Geschlecht,Príťažlivosť k rovnakému pohlaviu,Homosexualidad,Atracción al mismo sexo,Homoseksualitet,Attraksjon til samme kjønn,Samkynhneigð,Aðdráttarafl af sama kyni
1,0,0,0,0,Humerus,Humeri,Humerum,m.,2nd,Humerus,Upper arm bone,Humerus,Humerus,Oberarmknochen,Kosť hornej časti ramena,Húmero,Hueso del brazo superior,Humerus,Overarm bein,Humerus,Upphandleggsbein
1,0,0,0,0,Humidus,Humidi,Humidum,m.,2nd,Humid,Containing moisture,Feucht,Vlhký,Feuchtigkeit enthalten,Obsahujúca vlhkosť,Húmedo,Que contiene humedad,Fuktig,Inneholder fuktighet,Rakt,Sem inniheldur raka
0,1,0,0,0,Hydrocystis,Hydrocystis,Hydrocystem,,,Hydrocyst,Water-filled cyst,Hydrocyste,Uhľovodík,Wasser gefüllte Zyste,Naplnená cysta,Hidrocyst,Quiste lleno de agua,Hydrocyst,Vannfylt cyste,Hydrocyst,Vatnsfyllt blaðra
1,0,0,0,0,Hydrothorax,Hydrothoracis,Hydrothoracem,m.,3rd,Hydrothorax,Fluid in pleural cavity,Hydrothorax,Hydrotorax,Flüssigkeit in der Pleurahohlheit,Tekutina v pleurálnej dutine,Hidrotorax,Líquido en cavidad pleural,Hydrothorax,Væske i pleuralhulen,Hydrothorax,Vökvi í fleiðruholi
1,0,0,0,0,Hyoideus,Hyoidei,Hyoideum,m.,2nd,Hyoid,U-shaped throat bone,Hyoid,Hyoid,U-förmiger Halsknochen,Krk v tvare u v tvare u,Hioides,Hueso de garganta en forma de U,Hyoid,U-formet halsben,Hyoid,U-laga hálsbein
1,0,0,0,0,Hypaesthesia,Hypaesthesiae,Hypaesthesiam,f.,1st,Hypoesthesia,Reduced sensitivity,Hypoästhesie,Hypoestézia,Reduzierte Empfindlichkeit,Znížená citlivosť,Hipoestesia,Sensibilidad reducida,Hypoesthesia,Redusert følsomhet,Hypoesthesia,Minnkað næmi
1,0,0,0,0,Hyperaesthesia,Hyperaesthesiae,Hyperaesthesiam,f.,1st,Hyperesthesia,Increased sensitivity,Hyperästhesie,Hyperestézia,Erhöhte Empfindlichkeit,Zvýšená citlivosť,Hiperestesia,Mayor sensibilidad,Hyperestesi,Økt følsomhet,Ofsteymi,Aukin næmi
0,1,0,0,0,Hyperhidrosis,Hyperhidrosis,Hyperhidrosim,,,Hyperhidrosis,Excessive sweating,Hyperhidrose,Hyperhidróza,Übermäßiges Schwitzen,Nadmerné potenie,Hiperhidrosis,Sudoración excesiva,Hyperhidrose,Overdreven svette,Ofstýring,Óhófleg sviti
1,0,0,0,0,Hypertensio,Hypertensionis,Hypertensionem,f.,3rd,Hypertension,High blood pressure,Hypertonie,Hypertenzia,Bluthochdruck,Vysoký krvný tlak,Hipertensión,Hipertensión,Hypertensjon,Høyt blodtrykk,Háþrýstingur,Hár blóðþrýstingur
1,0,0,0,0,Hypertonia,Hypertoniae,Hypertoniam,f.,1st,Hypertonia,Increased muscle tone,Hypertonien,Hypertónia,Erhöhter Muskeltonus,Zvýšený svalové tonus,Hipertonía,Aumento del tono muscular,Hypertonia,Økt muskeltonus,Hypertonia,Aukinn vöðvaspennu
1,0,0,0,0,Hypertonicus,Hypertonici,Hypertonicum,m.,2nd,Hypertonic,Having high tension,Hypertonisch,Hypertonický,Hohe Spannung haben,Mať vysoké napätie,Hipertónico,Tener alta tensión,Hypertonic,Har høy spenning,Hypertonic,Hafa mikla spennu
1,0,0,0,0,Hypertrophia,Hypertrophiae,Hypertrophiam,f.,1st,Hypertrophy,Excessive growth,Hypertrophie,Hypertrofia,Übermäßiges Wachstum,Nadmerný rast,Hipertrofia,Crecimiento excesivo,Hypertrofi,Overdreven vekst,Ofstækkun,Óhóflegur vöxtur
1,0,0,0,0,Hypoglytcaemia,Hypoglytcaemiae,Hypoglytcaemiam,f.,1st,Hypoglycemia,Low blood sugar,Hypoglykämie,Hypoglykémia,Niedriger Blutzucker,Nízka hladina cukru v krvi,Hipoglucemia,Azúcar en la sangre,Hypoglykemi,Lavt blodsukker,Blóðsykursfall,Lítill blóðsykur
1,0,0,0,0,Hypglossus,Hypglossi,Hypglossum,m.,2nd,Hypoglossal,Under the tongue,Hypoglossal,Hypoglossálny,Unter der Zunge,Pod jazykom,Hipogloso,Bajo la lengua,Hypoglossal,Under tungen,Hypoglossal,Undir tungunni
1,0,0,0,0,Hypoplasia,Hypoplasiae,Hypoplasiam,f.,1st,Hypoplasia,Underdevelopment,Hypoplasie,Hypoplázia,Unterentwicklung,Nedostatočne rozvoj,Hipoplasia,Subdesarrollo,Hypoplasia,Underutvikling,Hypoplasia,Vanþróun
0,1,0,0,0,Hypothyreosis,Hypothyreosis,Hypothyreosim,,,Hypothyroidism,Underactive thyroid,Hypothyreose,Hypotyreóza,Unteraktive Schilddrüse,Nedostatočná štítna žľaza,Hipotiroidismo,Tiroides no,Hypotyreose,Underaktiv skjoldbruskkjertel,Skjaldvakabrestur,Vanvirkur skjaldkirtil
1,0,0,0,0,Hypotonia,Hypotoniae,Hypotoniam,f.,1st,Hypotonia,Low muscle tone,Hypotonie,Hypotonia,Niedriger Muskeltonus,Nízky svalový tonus,Hipotonía,Tono muscular bajo,Hypotoni,Lav muskeltonus,Háfallseining,Lágur vöðvatónn
1,0,0,0,0,Hypotonicus,Hypotonici,Hypotonicum,m.,2nd,Hypotonic,Having low tension,Hypoton,Hypotonický,Mit geringer Spannung,Mať nízke napätie,Hipotónico,Tener baja tensión,Hypoton,Har lav spenning,Sýndarþrýstingur,Með litla spennu
1,0,0,0,0,Hysterectomia,Hysterectomiae,Hysterectomiam,f.,1st,Hysterectomy,Removal of uterus,Hysterektomie,Hysterektómia,Entfernung des Gebärmutters,Odstránenie maternice,Histerectomía,Eliminación del útero,Hysterektomi,Fjerning av livmoren,Legnám,Fjarlæging legsins
1,0,0,0,0,Immaturus,Immaturi,Immaturum,m.,2nd,Immature,Not fully developed,Unreif,Nezrelý,Nicht voll entwickelt,Nie úplne rozvinutý,Inmaduro,No completamente desarrollado,Umoden,Ikke fullt utviklet,Óþroskaður,Ekki að fullu þróað
1,0,0,0,0,Impar,Imparis,Imparem,m..,3rd,Unequal,Not paired,Ungleich,Nerovnaký,Nicht gepaart,Nie spárovaný,Desigual,No emparejado,Ulik,Ikke sammenkoblet,Ójafn,Ekki parað
1,0,0,0,0,Imus,Imi,Imum,m.,2nd,Lowest,Lowest part,Niedrigste,Najnižší,Niedrigster Teil,Najnižšia časť,El más bajo,Parte más baja,Lavest,Laveste del,Lægsta,Lægsti hlutinn
0,0,0,1,0,In (Acc. and Abl.),,,,,In,,In,V,,,En,,I,,In,
1,0,0,0,0,Incisio,Incisionis,Incisionem,f.,3rd,Incision,Surgical cut,Einschnitt,Rozrezanie,Chirurgischer Schnitt,Chirurgický výrez,Incisión,Corte quirúrgico,Snitt,Kirurgisk snitt,Skurð,Skurðaðgerð
0,1,0,0,0,Infraclavicularis,Infraclavicularis,Infraclavicularem,,,Infraclavicular,Below the clavicle,Infraclavikulär,Infraclavikulárny,Unter dem Schlüsselbein,Pod kľúčnou kosťou,Infraclavicular,Debajo de la clavícula,Infraklavikulær,Under krageben,Infraclavicular,Fyrir neðan leggönguna
1,0,0,0,0,Incisura,Incisurae,Incisuram,f.,1st,Notch,Indentation or groove,Kerbe,Zárez,Eindrückung oder Groove,Zarážanie,Muesca,Sangría,Hakk,Innrykk eller spor,Hak,Inndrátt eða gróp
1,0,0,0,0,Incompletus,Incompleti,Incompletum,m.,2nd,Incomplete,Not fully formed,Unvollständig,Neúplný,Nicht vollständig gebildet,Nie úplne formované,Incompleto,No completamente formado,Ufullstendig,Ikke fullt dannet,Ófullkomið,Ekki að fullu myndað
1,0,0,0,0,Index,Indicis,Indicem,m.,3rd,Index,Pointer or first finger,Index,Index,Zeiger oder ersten Finger,Ukazovateľ alebo prvý prst,Índice,Puntero o primer dedo,Indeks,Peker eller første finger,Vísitala,Bendill eða fyrsti fingur
1,0,0,0,0,Induratus,Indurati,Induratum,m.,2nd,Hardened,Becoming firm,Gehärtet,Tvrdý,Fest werden,Stály,Curtido,Volverse firme,Herdet,Blir fast,Hert,Að verða staðfastur
0,0,1,0,0,Infans,Infantis,Infantem,,3rd,Infant,Young child,Säugling,Dieťa,Kleinkind,Malé dieťa,Niño,Niño pequeño,Spedbarn,Lite barn,Ungabarn,Ung barn
1,0,0,0,0,Infarctus,Infarcti,Infarctum,m.,2nd,Infarct,Tissue death due to lack of blood,Infarkt,Infarkt,Gewebestod aufgrund von Blutmangel,Smrť tkanív v dôsledku nedostatku krvi,Infarto,Muerte del tejido debido a la falta de sangre,Infarkt,Vevsdød på grunn av mangel på blod,Infarct,Vefjadauði vegna skorts á blóði
1,0,0,0,0,Infectio,Infectionis,Infectionem,f.,3rd,Infection,Pathogen invasion,Infektion,Infekcia,Pathogeninvasion,Invázia patogénu,Infección,Invasión de patógenos,Infeksjon,Patogeninvasjon,Sýking,Sýkla innrás
0,1,0,0,0,Inferior,Inferioris,Inferiorem,,,Lower,Located below or lower in position,Untere,Znížiť,Befindet sich unten oder niedriger in Position,Umiestnené pod alebo nižšou polohou,Más bajo,Ubicado debajo o inferior en posición,Senke,Ligger under eller lavere i posisjon,Lægra,Staðsett undir eða lægri í stöðu
0,1,0,0,0,Infracostalis,Infracostalis,Infracostalem,,,Infracostal,Below the ribs,Infrasprakostal,Infracostaálny,Unter den Rippen,Pod rebrá,Infracostal,Debajo de las costillas,Infrakostal,Under ribbeina,Infracostal,Fyrir neðan rifbeinin
0,1,0,0,0,Infraorbitalis,Infraorbitalis,Infraorbitalem,,,Infraorbital,Below the orbit,Infraorbital,Infraorbitálny,Unter der Umlaufbahn,Pod obežnou dráhou,Infraorbital,Debajo de la órbita,Infraorbital,Under bane,Infraorbital,Fyrir neðan sporbrautina
1,0,0,0,0,Injectio,Injectionis,Injectionem,f.,3rd,Injection,Introducing substance into body,Injektion,Injekcia,Einführung von Substanz in den Körper,Zavádzanie látky do tela,Inyección,Introducir sustancia en el cuerpo,Injeksjon,Vi presenterer stoff i kroppen,Innspýting,Að kynna efni í líkama
0,1,0,0,0,Inoperabilis,Inoperabilis,Inoperabilem,,,Inoperable,Cannot be operated,Inoperabel,Neuveriteľný,Kann nicht betrieben werden,Nemožno prevádzkovať,Inoperable,No se puede operar,Ubrukelig,Kan ikke betjenes,Óstarfhæft,Er ekki hægt að stjórna
1,0,0,0,0,Insufficientia,Insufficientiae,Insufficientiam,f.,1st,Insufficiency,Lack of function,Insuffizienz,Nedostatočnosť,Funktionsmangel,Nedostatok funkcie,Insuficiencia,Falta de función,Insuffisiens,Mangel på funksjon,Skortur,Skortur á virkni
0,1,0,0,0,Intercostalis,Intercostalis,Intercostalem,,,Intercostal,Between the ribs,Interkostal,Medzikostál,Zwischen den Rippen,Medzi rebrámi,Intercostal,Entre las costillas,Intercostal,Mellom ribbeina,Intercostal,Milli rifbeinanna
0,1,0,0,0,Interior,Interioris,Interiorem,,,Inner,Situated inside,Innere,Vnútorný,Im Inneren gelegen,Nachádza sa vo vnútri,Interno,Situado en el interior,Indre,Ligger inne,Innra,Staðsett inni
0,1,0,0,0,Interlobaris,Interlobaris,Interlobarem,,,Interlobar,Between lobes,Zwischenspeise,Medzipristátie,Zwischen Lappen,Medzi lalokmi,Interlobar,Entre lóbulos,Interlobar,Mellom lober,Interlobar,Milli lobes
0,1,0,0,0,Interlobularis,Interlobularis,Interlobularem,,,Interlobular,Between lobules,Interlobular,Interlobulárny,Zwischen Läppchen,Medzi lobulami,Interlobular,Entre lóbulos,Interlobular,Mellom lobules,Samtengdur,Milli lobules
0,1,0,0,0,Intermuscularis,Intermuscularis,Intermuscularem,,,Intermuscular,Between muscles,Intermenuskulär,Intermuskulárny,Zwischen den Muskeln,Medzi svalmi,Intermuscular,Entre los músculos,Intermuskulær,Mellom musklene,Millilið,Milli vöðva
1,0,0,0,0,Internus,Interni,Internum,m.,2nd,Internal,Inside,Intern,Vnútorný,Innen,Vo vnútri,Interno,Adentro,Innvendig,Inni,Innra,Inni
1,0,0,0,0,Interosseus,Interossei,Interosseum,m.,2nd,Interosseous,Between bones,Interosseous,Interosseózny,Zwischen Knochen,Medzi kosťami,Entregoso,Entre huesos,Interosseous,Mellom bein,Interosseous,Milli beina
0,1,0,0,0,Interspinalis,Interspinalis,Interspinalem,,,Interspinal,Between spinal processes,Interspinal,Interpinálny,Zwischen Wirbelsäulenprozessen,Medzi chrbtovými procesmi,Interspinal,Entre procesos de la columna vertebral,Interspinal,Mellom ryggmargsprosesser,Millibili,Milli mænuarferla
1,0,0,0,0,Intestinum,Intestini,Intestinum,n.,2nd,Intestine,Digestive tract organ,Darm,Črevo,Verdauungstraktorgel,Orgán tráviaceho traktu,Intestino,Órgano del tracto digestivo,Tarm,Fordøyelseskanalorganet,Þörmum,Meltingarvegalíffæri
0,0,0,0,1,Intestinum crassum,Intestini crassi,Intestinum crassum,,2nd,Large intestine,,Dickdarm,Črevo,,,Intestino grueso,,Tykktarmen,,Stór þörmum,
0,0,0,0,1,Intestinum tenue,Intestini tenues,Intestinum tenue,,2nd,Small intestine,,Dünndarm,Tenké črevo,,,Intestino delgado,,Tynntarmen,,Smáþörmum,
1,0,0,0,0,Intimus,Intimi,Intimum,m.,2nd,Innermost,Deepest layer,Innerste,Najvzdialenejší,Tiefste Schicht,Najhlbšia vrstva,Interior,Capa más profunda,Innerste,Dypeste lag,Innsta,Dýpsta lag
0,1,0,0,0,Intraarterialis,Intraarterialis,Intraarterialem,,,Intraarterial,Within an artery,Intraarterisch,Intraarteriálny,Innerhalb einer Arterie,V artérii,Intraarterial,Dentro de una arteria,Intraarteriell,Innen en arterie,Í æð,Innan slagæðar
