english_name,slovak_name,atc_primary,atc_all
amodiaquine,,P01BA06,
tafenoquine,,P01BA07,
proguanil,,P01BB01,
cycloguanil embonate,,P01BB02,
proguanil and atovaquone,,P01BB51,
chloroquine and proguanil,,P01BB52,
quinine,,P01BC01,
mefloquine,,P01BC02,
pyrimethamine,,P01BD01,
"pyrimethamine, combinations",,P01BD51,
artemisinin,,P01BE01,
artemether,,P01BE02,
artesunate,,P01BE03,
artemotil,,P01BE04,
artenimol,,P01BE05,
artemether and lumefantrine,,P01BF01,
artesunate and mefloquine,,P01BF02,
artesunate and amodiaquine,,P01BF03,
"artesunate, sulfalene and pyrimethamine",,P01BF04,
artenimol and piperaquine,,P01BF05,
artesunate and pyronaridine,,P01BF06,
artemisinin and piperaquine,,P01BF07,
artemisinin and naphthoquine,,P01BF08,
"artesunate, sulfadoxine and pyrimethamine",,P01BF09,
halofantrine,,P01BX01,
arterolane and piperaquine,,P01BX02,
benznidazole,,P01CA02,
fexinidazole,,P01CA03,
meglumine antimonate,,P01CB01,
sodium stibogluconate,,P01CB02,
nifurtimox,,P01CC01,
melarsoprol,,P01CD01,
pentamidine isethionate,,P01CX01,
suramin sodium,,P01CX02,
miltefosine,,P01CX04,
praziquantel,,P02BA01,
oxamniquine,,P02BA02,
arpraziquantel,,P02BA03,
metrifonate,,P02BB01,
niridazole,,P02BX02,
stibophen,,P02BX03,
triclabendazole,,P02BX04,
mebendazole,,P02CA01,
albendazole,,P02CA03,
ciclobendazole,,P02CA04,
flubendazole,,P02CA05,
fenbendazole,,P02CA06,
"mebendazole, combinations",,P02CA51,
piperazine,,P02CB01,
diethylcarbamazine,,P02CB02,
pyrantel,,P02CC01,
oxantel,,P02CC02,
levamisole,,P02CE01,
pyrvinium,,P02CX01,
bephenium,,P02CX02,
moxidectin,,P02CX03,
niclosamide,,P02DA01,
desaspidin,,P02DX01,
dichlorophen,,P02DX02,
dixanthogen,,P03AA01,
potassium polysulfide,,P03AA02,
thiram,,P03AA05,
"disulfiram, combinations",,P03AA54,
clofenotane,,P03AB01,
lindane,,P03AB02,
"clofenotane, combinations",,P03AB51,
pyrethrum,,P03AC01,
bioallethrin,,P03AC02,
phenothrin,,P03AC03,
permethrin,,P03AC04,
"pyrethrum, combinations",,P03AC51,
"bioallethrin, combinations",,P03AC52,
"phenothrin, combinations",,P03AC53,
"permethrin, combinations",,P03AC54,
benzyl benzoate,,P03AX01,
copper oleinate,,P03AX02,
malathion,,P03AX03,
quassia,,P03AX04,
dimeticone,,P03AX05,
benzyl alcohol,,P03AX06,
abametapir,,P03AX07,
cyfluthrin,,P03BA01,
cypermethrin,,P03BA02,
decamethrin,,P03BA03,
tetramethrin,,P03BA04,
diethyltoluamide,,P03BX01,
dimethylphthalate,,P03BX02,
dibutylphthalate,,P03BX03,
dibutylsuccinate,,P03BX04,
dimethylcarbate,,P03BX05,
etohexadiol,,P03BX06,
cyclopentamine,,R01AA02,
tetryzoline,,R01AA06,R01AB03;S01GA02
xylometazoline,,R01AA07,R01AB06;S01GA03
naphazoline,,R01AA08,R01AB02;S01GA01
tramazoline,,R01AA09,
metizoline,,R01AA10,
tuaminoheptane,,R01AA11,R01AB08
fenoxazoline,,R01AA12,
tymazoline,,R01AA13,
indanazoline,,R01AA15,
levocabastine,,R01AC02,S01GX02
azelastine,,R01AC03,R06AX19;S01GX07
antazoline,,R01AC04,R06AX05
spaglumic acid,,R01AC05,S01GX03
nedocromil,,R01AC07,R03BC03;S01GX04
olopatadine,,R01AC08,S01GX09
"cromoglicic acid, combinations",,R01AC51,S01GX51
flunisolide,,R01AD04,R03BA03
fluticasone furoate,,R01AD12,R03BA09
ciclesonide,,R01AD13,R03BA08
"dexamethasone, combinations",,R01AD53,
"tixocortol, combinations",,R01AD57,
"fluticasone, combinations",,R01AD58,
"mometasone, combinations",,R01AD59,
"hydrocortisone, combinations",,R01AD60,
calcium hexamine thiocyanate,,R01AX01,
ipratropium bromide,,R01AX03,R03BB01
ritiometan,,R01AX05,
phenylpropanolamine,,R01BA01,
pseudoephedrine,,R01BA02,
"phenylpropanolamine, combinations",,R01BA51,
"pseudoephedrine, combinations",,R01BA52,
"phenylephrine, combinations",,R01BA53,S01GA55
ambazone,,R02AA01,
dichlorobenzyl alcohol,,R02AA03,
benzethonium,,R02AA09,
myristyl-benzalkonium,,R02AA10,
hexylresorcinol,,R02AA12,
acriflavinium chloride,,R02AA13,
fusafungine,,R02AB03,
gramicidin,,R02AB30,
ambroxol,,R02AD05,R05CB06
orciprenaline,,R03AB03,R03CB03
salbutamol,,R03AC02,R03CC02
terbutaline,,R03AC03,R03CC03
rimiterol,,R03AC05,
hexoprenaline,,R03AC06,R03CC05
isoetarine,,R03AC07,R03CC06
pirbuterol,,R03AC08,R03CC07
tretoquinol,,R03AC09,R03CC09
carbuterol,,R03AC10,R03CC10
tulobuterol,,R03AC11,R03CC11
salmeterol,,R03AC12,
formoterol,,R03AC13,R03CC15
clenbuterol,,R03AC14,R03CC13
reproterol,,R03AC15,R03CC14
procaterol,,R03AC16,R03CC08
bitolterol,,R03AC17,
indacaterol,,R03AC18,
olodaterol,,R03AC19,
epinephrine and other drugs for obstructive airway diseases,,R03AK01,
isoprenaline and other drugs for obstructive airway diseases,,R03AK02,
salbutamol and sodium cromoglicate,,R03AK04,
reproterol and sodium cromoglicate,,R03AK05,
salmeterol and fluticasone,,R03AK06,
formoterol and budesonide,,R03AK07,
formoterol and beclometasone,,R03AK08,
formoterol and mometasone,,R03AK09,
vilanterol and fluticasone furoate,,R03AK10,
formoterol and fluticasone,,R03AK11,
salmeterol and budesonide,,R03AK12,
salbutamol and beclometasone,,R03AK13,
indacaterol and mometasone,,R03AK14,
salbutamol and budesonide,,R03AK15,
fenoterol and ipratropium bromide,,R03AL01,
salbutamol and ipratropium bromide,,R03AL02,
vilanterol and umeclidinium bromide,,R03AL03,
indacaterol and glycopyrronium bromide,,R03AL04,
formoterol and aclidinium bromide,,R03AL05,
olodaterol and tiotropium bromide,,R03AL06,
formoterol and glycopyrronium bromide,,R03AL07,
"vilanterol, umeclidinium bromide and fluticasone furoate",,R03AL08,
"formoterol, glycopyrronium bromide and beclometasone",,R03AL09,
formoterol and tiotropium bromide,,R03AL10,
"formoterol, glycopyrronium bromide and budesonide",,R03AL11,
"indacaterol, glycopyrronium bromide and mometasone",,R03AL12,
oxitropium bromide,,R03BB02,
stramoni preparations,,R03BB03,
tiotropium bromide,,R03BB04,
aclidinium bromide,,R03BB05,
umeclidinium bromide,,R03BB07,
revefenacin,,R03BB08,
"tiotropium bromide, combinations",,R03BB54,
fenspiride,,R03BX01,R03DX03
methoxyphenamine,,R03CB02,
"isoprenaline, combinations",,R03CB51,
"orciprenaline, combinations",,R03CB53,
bambuterol,,R03CC12,
"terbutaline, combinations",,R03CC53,
clenbuterol and ambroxol,,R03CC63,
diprophylline,,R03DA01,
choline theophyllinate,,R03DA02,
proxyphylline,,R03DA03,
theophylline,,R03DA04,
aminophylline,,R03DA05,
etamiphylline,,R03DA06,
bamifylline,,R03DA08,
acefylline piperazine,,R03DA09,
bufylline,,R03DA10,
doxofylline,,R03DA11,
mepyramine theophyllinacetate,,R03DA12,
combinations of xanthines,,R03DA20,
"diprophylline, combinations",,R03DA51,
"theophylline, combinations excl. psycholeptics",,R03DA54,
"aminophylline, combinations",,R03DA55,
"theobromine, combinations",,R03DA57,
"theophylline, combinations with psycholeptics",,R03DA74,
diprophylline and adrenergics,,R03DB01,
choline theophyllinate and adrenergics,,R03DB02,
proxyphylline and adrenergics,,R03DB03,
theophylline and adrenergics,,R03DB04,
aminophylline and adrenergics,,R03DB05,
etamiphylline and adrenergics,,R03DB06,
zafirlukast,,R03DC01,
pranlukast,,R03DC02,
montelukast,,R03DC03,
ibudilast,,R03DC04,
"montelukast, combinations",,R03DC53,
eprozinol,,R03DX02,
omalizumab,,R03DX05,
seratrodast,,R03DX06,
reslizumab,,R03DX08,
mepolizumab,,R03DX09,
benralizumab,,R03DX10,
tezepelumab,,R03DX11,
tyloxapol,,R05CA01,
potassium iodide,,R05CA02,S01XA04;V03AB21
guaifenesin,,R05CA03,
ipecacuanha,,R05CA04,V03AB01
altheae radix,,R05CA05,
senega,,R05CA06,
antimony pentasulfide,,R05CA07,
creosote,,R05CA08,
guaiacolsulfonate,,R05CA09,
levoverbenone,,R05CA11,
Hederae helicis folium,,R05CA12,
cineole,,R05CA13,
acetylcysteine,,R05CB01,S01XA08;V03AB23
bromhexine,,R05CB02,
carbocisteine,,R05CB03,
eprazinone,,R05CB04,
mesna,,R05CB05,V03AF01
sobrerol,,R05CB07,
domiodol,,R05CB08,
letosteine,,R05CB09,
stepronin,,R05CB11,
dornase alfa (desoxyribonuclease),,R05CB13,
neltenexine,,R05CB14,
erdosteine,,R05CB15,
ethylmorphine,,R05DA01,S01XA06
hydrocodone,,R05DA03,
codeine,,R05DA04,
opium alkaloids with morphine,,R05DA05,
normethadone,,R05DA06,
noscapine,,R05DA07,
pholcodine,,R05DA08,
dextromethorphan,,R05DA09,
thebacon,,R05DA10,
dimemorfan,,R05DA11,
acetyldihydrocodeine,,R05DA12,
benzonatate,,R05DB01,
benproperine,,R05DB02,
clobutinol,,R05DB03,
isoaminile,,R05DB04,
pentoxyverine,,R05DB05,
oxolamine,,R05DB07,
oxeladin,,R05DB09,
clofedanol,,R05DB10,
pipazetate,,R05DB11,
bibenzonium bromide,,R05DB12,
butamirate,,R05DB13,
fedrilate,,R05DB14,
zipeprol,,R05DB15,
dibunate,,R05DB16,
droxypropine,,R05DB17,
prenoxdiazine,,R05DB18,
dropropizine,,R05DB19,
cloperastine,,R05DB21,
meprotixol,,R05DB22,
piperidione,,R05DB23,
tipepidine,,R05DB24,
morclofone,,R05DB25,
nepinalone,,R05DB26,
levodropropizine,,R05DB27,
dimethoxanate,,R05DB28,
gefapixant,,R05DB29,
opium derivatives and mucolytics,,R05FA01,
opium derivatives and expectorants,,R05FA02,
cough suppressants and mucolytics,,R05FB01,
cough suppressants and expectorants,,R05FB02,
bromazine,,R06AA01,
diphenylpyraline,,R06AA07,
carbinoxamine,,R06AA08,
doxylamine,,R06AA09,
trimethobenzamide,,R06AA10,
dimenhydrinate,,R06AA11,
"diphenhydramine, combinations",,R06AA52,
"clemastine, combinations",,R06AA54,
"chlorphenoxamine, combinations",,R06AA56,
"diphenylpyraline, combinations",,R06AA57,
"doxylamine, combinations",,R06AA59,
"dimenhydrinate, combinations",,R06AA61,
brompheniramine,,R06AB01,
dexchlorpheniramine,,R06AB02,
chlorphenamine,,R06AB04,
dexbrompheniramine,,R06AB06,
talastine,,R06AB07,
"brompheniramine, combinations",,R06AB51,
"dexchlorpheniramine, combinations",,R06AB52,
"chlorphenamine, combinations",,R06AB54,
"dexbrompheniramine, combinations",,R06AB56,
histapyrrodine,,R06AC02,
methapyrilene,,R06AC05,
"histapyrrodine, combinations",,R06AC52,
"chloropyramine, combinations",,R06AC53,
alimemazine,,R06AD01,
thiethylperazine,,R06AD03,
methdilazine,,R06AD04,
hydroxyethylpromethazine,,R06AD05,
thiazinam,,R06AD06,
mequitazine,,R06AD07,
oxomemazine,,R06AD08,
"promethazine, combinations",,R06AD52,
"hydroxyethylpromethazine, combinations",,R06AD55,
buclizine,,R06AE01,
cyclizine,,R06AE03,
chlorcyclizine,,R06AE04,
meclozine,,R06AE05,
oxatomide,,R06AE06,
cetirizine,,R06AE07,S01GX12
levocetirizine,,R06AE09,
"buclizine, combinations",,R06AE51,
"cyclizine, combinations",,R06AE53,
"meclozine, combinations",,R06AE55,
cyproheptadine,,R06AX02,
phenindamine,,R06AX04,
triprolidine,,R06AX07,
pyrrobutamine,,R06AX08,
azatadine,,R06AX09,
astemizole,,R06AX11,
terfenadine,,R06AX12,
loratadine,,R06AX13,
mebhydrolin,,R06AX15,
deptropine,,R06AX16,
ketotifen,,R06AX17,S01GX08
acrivastine,,R06AX18,
tritoqualine,,R06AX21,
ebastine,,R06AX22,
pimethixene,,R06AX23,
epinastine,,R06AX24,S01GX10
mizolastine,,R06AX25,
fexofenadine,,R06AX26,
desloratadine,,R06AX27,
rupatadine,,R06AX28,
bilastine,,R06AX29,S01GX13
quifenadine,,R06AX31,
sequifenadine,,R06AX32,
"thenalidine, combinations",,R06AX53,
"pyrrobutamine, combinations",,R06AX58,
colfosceril palmitate,,R07AA01,
natural phospholipids,,R07AA02,
doxapram,,R07AB01,
nikethamide,,R07AB02,
pentetrazol,,R07AB03,
etamivan,,R07AB04,
bemegride,,R07AB05,
prethcamide,,R07AB06,
almitrine,,R07AB07,
dimefline,,R07AB08,
mepixanox,,R07AB09,
"nikethamide, combinations",,R07AB52,
"pentetrazol, combinations",,R07AB53,
nitric oxide,,R07AX01,
ivacaftor,,R07AX02,
ivacaftor and lumacaftor,,R07AX30,
ivacaftor and tezacaftor,,R07AX31,
"ivacaftor, tezacaftor and elexacaftor",,R07AX32,
dihydrostreptomycin,,S01AA15,
antibiotics in combination with other drugs,,S01AA20,
micronomicin,,S01AA22,
azidamfenicol,,S01AA25,
combinations of different antibiotics,,S01AA30,
sulfadicramide,,S01AB03,
sulfafenazol,,S01AB05,
trifluridine,,S01AD02,
interferon,,S01AD05,
fomivirsen,,S01AD08,
besifloxacin,,S01AE08,
mercury compounds,,S01AX01,
silver compounds,,S01AX02,
zinc compounds,,S01AX03,
bibrocathol,,S01AX05,
sodium borate,,S01AX07,
sodium propionate,,S01AX10,
picloxydine,,S01AX16,
medrysone,,S01BA08,
formocortal,,S01BA12,
loteprednol,,S01BA14,
hydrocortisone and mydriatics,,S01BB01,
prednisolone and mydriatics,,S01BB02,
fluorometholone and mydriatics,,S01BB03,
betamethasone and mydriatics,,S01BB04,
pranoprofen,,S01BC09,
nepafenac,,S01BC10,
bromfenac,,S01BC11,
dexamethasone and antiinfectives,,S01CA01,S02CA06;S03CA01
prednisolone and antiinfectives,,S01CA02,S02CA01;S03CA02
hydrocortisone and antiinfectives,,S01CA03,S02CA03;S03CA04
fluocortolone and antiinfectives,,S01CA04,
betamethasone and antiinfectives,,S01CA05,S03CA06
fludrocortisone and antiinfectives,,S01CA06,S02CA07;S03CA05
fluorometholone and antiinfectives,,S01CA07,
methylprednisolone and antiinfectives,,S01CA08,S03CA07
chloroprednisone and antiinfectives,,S01CA09,
fluocinolone acetonide and antiinfectives,,S01CA10,S02CA05
clobetasone and antiinfectives,,S01CA11,
loteprednol and antiinfectives,,S01CA12,
diclofenac and antiinfectives,,S01CC01,
indometacin and antiinfectives,,S01CC02,
dipivefrine,,S01EA02,
apraclonidine,,S01EA03,
"epinephrine, combinations",,S01EA51,
ecothiopate,,S01EB03,
demecarium,,S01EB04,
physostigmine,,S01EB05,V03AB19
fluostigmine,,S01EB07,
aceclidine,,S01EB08,
acetylcholine,,S01EB09,
paraoxon,,S01EB10,
"pilocarpine, combinations",,S01EB51,
"aceclidine, combinations",,S01EB58,
acetazolamide,,S01EC01,
diclofenamide,,S01EC02,
dorzolamide,,S01EC03,
brinzolamide,,S01EC04,
methazolamide,,S01EC05,
"brinzolamide, combinations",,S01EC54,
levobunolol,,S01ED03,
metipranolol,,S01ED04,
befunolol,,S01ED06,
"timolol, combinations",,S01ED51,
"betaxolol, combinations",,S01ED52,
"metipranolol, combinations",,S01ED54,
"carteolol, combinations",,S01ED55,
latanoprost,,S01EE01,
unoprostone,,S01EE02,
bimatoprost,,S01EE03,
travoprost,,S01EE04,
tafluprost,,S01EE05,
latanoprostene bunod,,S01EE06,
latanoprost and netarsudil,,S01EE51,
dapiprazole,,S01EX02,
netarsudil,,S01EX05,
omidenepag,,S01EX06,
ripasudil,,S01EX07,
cyclopentolate,,S01FA04,
homatropine,,S01FA05,
tropicamide,,S01FA06,
"cyclopentolate, combinations",,S01FA54,
"tropicamide, combinations",,S01FA56,
phenylephrine and ketorolac,,S01FB51,
"naphazoline, combinations",,S01GA51,
"tetryzoline, combinations",,S01GA52,
"xylometazoline, combinations",,S01GA53,
"oxedrine, combinations",,S01GA56,
lodoxamide,,S01GX05,
emedastine,,S01GX06,
alcaftadine,,S01GX11,
proxymetacaine,,S01HA04,
fluorescein,,S01JA01,
rose bengal sodium,,S01JA02,
"fluorescein, combinations",,S01JA51,
hypromellose,,S01KA02,
"hyaluronic acid, combinations",,S01KA51,
trypan blue,,S01KX02,
verteporfin,,S01LA01,
anecortave,,S01LA02,
pegaptanib,,S01LA03,
ranibizumab,,S01LA04,
brolucizumab,,S01LA06,
abicipar pegol,,S01LA07,
faricimab,,S01LA09,
guaiazulen,,S01XA01,
"sodium chloride, hypertonic",,S01XA03,
sodium edetate,,S01XA05,
alum,,S01XA07,
iodoheparinate,,S01XA09,
"limbal stem cells, autologous",,S01XA19,
artificial tears and other indifferent preparations,,S01XA20,
ocriplasmin,,S01XA22,
cenegermin,,S01XA24,
lifitegrast,,S01XA25,
riboflavin,,S01XA26,
voretigene neparvovec,,S01XA27,
sepofarsen,,S01XA29,
boric acid,,S02AA03,
aluminium acetotartrate,,S02AA04,
"antiinfectives, combinations",,S02AA30,S03AA30
flumetasone and antiinfectives,,S02CA02,
triamcinolone and antiinfectives,,S02CA04,
feather,,V01AA01,
grass pollen,,V01AA02,
house dust mites,,V01AA03,
mould fungus and yeast fungus,,V01AA04,
tree pollen,,V01AA05,
insects,,V01AA07,
food,,V01AA08,
textiles,,V01AA09,
flowers,,V01AA10,
animals,,V01AA11,
nalorphine,,V03AB02,
edetates,,V03AB03,
pralidoxime,,V03AB04,
prednisolone and promethazine,,V03AB05,
thiosulfate,,V03AB06,
sodium nitrite,,V03AB08,
dimercaprol,,V03AB09,
obidoxime,,V03AB13,
protamine,,V03AB14,
methylthioninium chloride,,V03AB17,V04CG05
copper sulfate,,V03AB20,
amyl nitrite,,V03AB22,
digitalis antitoxin,,V03AB24,
flumazenil,,V03AB25,
methionine,,V03AB26,
4-dimethylaminophenol,,V03AB27,
cholinesterase,,V03AB29,
prussian blue,,V03AB31,
glutathione,,V03AB32,
fomepizole,,V03AB34,
sugammadex,,V03AB35,
idarucizumab,,V03AB37,
andexanet alfa,,V03AB38,
pralidoxime and atropine,,V03AB54,
deferoxamine,,V03AC01,
deferiprone,,V03AC02,
deferasirox,,V03AC03,
polystyrene sulfonate,,V03AE01,
sevelamer,,V03AE02,
lanthanum carbonate,,V03AE03,
calcium acetate and magnesium carbonate,,V03AE04,
sucroferric oxyhydroxide,,V03AE05,
colestilan,,V03AE06,
calcium acetate,,V03AE07,
ferric citrate,,V03AE08,
patiromer calcium,,V03AE09,
sodium zirconium cyclosilicate,,V03AE10,
dexrazoxane,,V03AF02,
calcium folinate,,V03AF03,
calcium levofolinate,,V03AF04,
amifostine,,V03AF05,
sodium folinate,,V03AF06,
rasburicase,,V03AF07,
palifermin,,V03AF08,
glucarpidase,,V03AF09,
sodium levofolinate,,V03AF10,
arginine and lysine,,V03AF11,
trilaciclib,,V03AF12,
sodium cellulose phosphate,,V03AG01,
oxygen,,V03AN01,
carbon dioxide,,V03AN02,
helium,,V03AN03,
nitrogen,,V03AN04,
medical air,,V03AN05,
nalfurafine,,V03AX02,
cobicistat,,V03AX03,
difelikefalin,,V03AX04,
vitamin A concentrates,,V04CB01,
sincalide,,V04CC03,
ceruletide,,V04CC04,
metyrapone,,V04CD01,
corticorelin,,V04CD04,
somatorelin,,V04CD05,
macimorelin,,V04CD06,
galactose,,V04CE01,
sulfobromophthalein,,V04CE02,
methacetin (13C),,V04CE03,
tuberculin,,V04CF01,
cation exchange resins,,V04CG01,
betazole,,V04CG02,
histamine phosphate,,V04CG03,
pentagastrin,,V04CG04,
caffeine and sodium benzoate,,V04CG30,
inulin and other polyfructosans,,V04CH01,
indigo carmine,,V04CH02,
phenolsulfonphthalein,,V04CH03,
alsactide,,V04CH04,
aminohippuric acid,,V04CH30,
thyrotropin,,V04CJ01,
protirelin,,V04CJ02,
secretin,,V04CK01,
pancreozymin (cholecystokinin),,V04CK02,
bentiromide,,V04CK03,
indocyanine green,,V04CX01,
methacholine,,V04CX03,
13C-urea,,V04CX05,
hexaminolevulinate,,V04CX06,
edrophonium,,V04CX07,
carbon monoxide,,V04CX08,
patent blue,,V04CX09,
pafolacianine,,V04CX10,
lithium chloride,,V04CX11,
fructose,,V06DC02,
diatrizoic acid,,V08AA01,
metrizoic acid,,V08AA02,
iodamide,,V08AA03,
iotalamic acid,,V08AA04,
ioxitalamic acid,,V08AA05,
ioglicic acid,,V08AA06,
acetrizoic acid,,V08AA07,
iocarmic acid,,V08AA08,
methiodal,,V08AA09,
diodone,,V08AA10,
metrizamide,,V08AB01,
iohexol,,V08AB02,
ioxaglic acid,,V08AB03,
iopamidol,,V08AB04,
iopromide,,V08AB05,
iotrolan,,V08AB06,
ioversol,,V08AB07,
iopentol,,V08AB08,
iodixanol,,V08AB09,
iomeprol,,V08AB10,
iobitridol,,V08AB11,
ioxilan,,V08AB12,
iodoxamic acid,,V08AC01,
iotroxic acid,,V08AC02,
ioglycamic acid,,V08AC03,
adipiodone,,V08AC04,
iobenzamic acid,,V08AC05,
iopanoic acid,,V08AC06,
iocetamic acid,,V08AC07,
sodium iopodate,,V08AC08,
tyropanoic acid,,V08AC09,
calcium iopodate,,V08AC10,
ethyl esters of iodised fatty acids,,V08AD01,
iopydol,,V08AD02,
propyliodone,,V08AD03,
iofendylate,,V08AD04,
barium sulfate with suspending agents,,V08BA01,
barium sulfate without suspending agents,,V08BA02,
gadopentetic acid,,V08CA01,
gadoteric acid,,V08CA02,
gadodiamide,,V08CA03,
gadoteridol,,V08CA04,
mangafodipir,,V08CA05,
gadoversetamide,,V08CA06,
ferric ammonium citrate,,V08CA07,
gadobenic acid,,V08CA08,
gadobutrol,,V08CA09,
gadoxetic acid,,V08CA10,
gadofosveset,,V08CA11,
gadopiclenol,,V08CA12,
ferumoxsil,,V08CB01,
ferristene,,V08CB02,
"iron oxide, nanoparticles",,V08CB03,
perflubron,,V08CX01,
"perflutren, human albumin microspheres",,V08DA01,
microparticles of galactose,,V08DA02,
perflenapent,,V08DA03,
"perflutren, phospholipid microspheres",,V08DA04,
"sulfur hexafluoride, phospholipid microspheres",,V08DA05,
"perflubutane, phospholipid microspheres",,V08DA06,
technetium (99mTc) exametazime,,V09AA01,
technetium (99mTc) bicisate,,V09AA02,
iodine iofetamine (123I),,V09AB01,
iodine iolopride (123I),,V09AB02,
iodine ioflupane (123I),,V09AB03,
indium (111In) pentetic acid,,V09AX01,
iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,,V09AX03,
flutemetamol (18F),,V09AX04,
florbetapir (18F),,V09AX05,
florbetaben (18F),,V09AX06,
flortaucipir (18F),,V09AX07,
technetium (99mTc) oxidronic acid,,V09BA01,
technetium (99mTc) medronic acid,,V09BA02,
technetium (99mTc) pyrophosphate,,V09BA03,
technetium (99mTc) butedronic acid,,V09BA04,
technetium (99mTc) pentetic acid,,V09CA01,V09EA01
technetium (99mTc) succimer,,V09CA02,
technetium (99mTc) mertiatide,,V09CA03,
technetium (99mTc) gluceptate,,V09CA04,
technetium (99mTc) gluconate,,V09CA05,
technetium (99mTc) ethylenedicysteine,,V09CA06,
sodium iodohippurate (123I),,V09CX01,
sodium iodohippurate (131I),,V09CX02,
sodium iothalamate (125I),,V09CX03,
chromium (51Cr) edetate,,V09CX04,
technetium (99mTc) disofenin,,V09DA01,
technetium (99mTc) etifenin,,V09DA02,
technetium (99mTc) lidofenin,,V09DA03,
technetium (99mTc) mebrofenin,,V09DA04,
technetium (99mTc) galtifenin,,V09DA05,
technetium (99mTc) nanocolloid,,V09DB01,V09EA03
technetium (99mTc) microcolloid,,V09DB02,
technetium (99mTc) millimicrospheres,,V09DB03,
technetium (99mTc) tin colloid,,V09DB04,
technetium (99mTc) sulfur colloid,,V09DB05,
technetium (99mTc) rheniumsulfide colloid,,V09DB06,
technetium (99mTc) phytate,,V09DB07,
selenium (75Se) tauroselcholic acid,,V09DX01,
technetium (99mTc) technegas,,V09EA02,
technetium (99mTc) macrosalb,,V09EB01,
technetium (99mTc) microspheres,,V09EB02,
krypton (81mKr) gas,,V09EX01,
xenon (127Xe) gas,,V09EX02,
xenon (133Xe) gas,,V09EX03,
technetium (99mTc) pertechnetate,,V09FX01,
sodium iodide (123I),,V09FX02,
sodium iodide (131I),,V09FX03,V10XA01
sodium iodide (124I),,V09FX04,
technetium (99mTc) sestamibi,,V09GA01,
technetium (99mTc) tetrofosmin,,V09GA02,
technetium (99mTc) teboroxime,,V09GA03,
technetium (99mTc) human albumin,,V09GA04,
technetium (99mTc) furifosmin,,V09GA05,
technetium (99mTc) stannous agent labelled cells,,V09GA06,
technetium (99mTc) apcitide,,V09GA07,
fibrinogen (125I),,V09GB01,
iodine (125I) human albumin,,V09GB02,
thallium (201Tl) chloride,,V09GX01,
indium (111In) imciromab,,V09GX02,
chromium (51Cr) chromate labelled cells,,V09GX03,
rubidium (82Rb) chloride,,V09GX04,
ammonia (13N),,V09GX05,
technetium (99mTc) human immunoglobulin,,V09HA01,
technetium (99mTc) exametazime labelled cells,,V09HA02,
technetium (99mTc) antigranulocyte antibody,,V09HA03,
technetium (99mTc) sulesomab,,V09HA04,
indium (111In) oxinate labelled cells,,V09HB01,
indium (111In) tropolonate labelled cells,,V09HB02,
gallium (67Ga) citrate,,V09HX01,
technetium (99mTc) antiCarcinoEmbryonicAntigen antibody,,V09IA01,
technetium (99mTc) antimelanoma antibody,,V09IA02,
technetium (99mTc) pentavalent succimer,,V09IA03,
technetium (99mTc) votumumab,,V09IA04,
technetium (99mTc) depreotide,,V09IA05,
technetium (99mTc) arcitumomab,,V09IA06,
technetium (99mTc) hynic-octreotide,,V09IA07,
technetium (99mTc) etarfolatide,,V09IA08,
technetium (99mTc) tilmanocept,,V09IA09,
technetium (99mTc)trofolastat chloride,,V09IA10,
indium (111In) pentetreotide,,V09IB01,
indium (111In) satumomab pendetide,,V09IB02,
indium (111In) antiovariumcarcinoma antibody,,V09IB03,
indium (111In) capromab pendetide,,V09IB04,
iobenguane (123I),,V09IX01,
iobenguane (131I),,V09IX02,V10XA02
iodine (125I) CC49-monoclonal antibody,,V09IX03,
fludeoxyglucose (18F),,V09IX04,
fluorodopa (18F),,V09IX05,
sodium fluoride (18F),,V09IX06,
fluorocholine (18F),,V09IX07,
fluoroethylcholine (18F),,V09IX08,
gallium (68Ga) edotreotide,,V09IX09,
fluoroethyl-L-tyrosine (18F),,V09IX10,
fluoroestradiol (18F),,V09IX11,
fluciclovine (18F),,V09IX12,
methionine (11C),,V09IX13,
gallium (68Ga) gozetotide,,V09IX14,
copper (64Cu) dotatate,,V09IX15,
piflufolastat (18F),,V09IX16,
PSMA-1007 (18F),,V09IX17,
iodine (131I) norcholesterol,,V09XA01,
iodocholesterol (131I),,V09XA02,
iodine (131I) human albumin,,V09XA03,
cobalt (57Co) cyanocobalamine,,V09XX01,
cobalt (58Co) cyanocobalamine,,V09XX02,
selenium (75Se) norcholesterol,,V09XX03,
ferric (59Fe) citrate,,V09XX04,
yttrium (90Y) citrate colloid,,V10AA01,
yttrium (90Y) ferrihydroxide colloid,,V10AA02,
yttrium (90Y) silicate colloid,,V10AA03,
phosphorous (32P) chromicphosphate colloid,,V10AX01,
samarium (153Sm) hydroxyapatite colloid,,V10AX02,
dysprosium (165Dy) colloid,,V10AX03,
erbium (169Er) citrate colloid,,V10AX04,
rhenium (186Re) sulfide colloid,,V10AX05,
gold (198Au) colloidal,,V10AX06,
strontium (89Sr) chloride,,V10BX01,
samarium (153Sm) lexidronam,,V10BX02,
rhenium (186Re) etidronic acid,,V10BX03,
iodine (131I) omburtamab,,V10XA03,
tositumomab/iodine (131I) tositumomab,,V10XA53,
sodium phosphate (32P),,V10XX01,
